ConvertedCompYearly,OrgSize,Industry,RemoteWork,JobSat,YearsCodePro,LearnCode,LearnCodeOnline,EdLevel,Employment,DevType
128887.0,20 to 99 employees,Fintech,Remote,7.0,19.0,"Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Blogs;Written Tutorials;How-to videos;Interactive tutorial;AI,Bachelor,"Employed, full-time",Engineering manager
28011.0,100 to 499 employees,Software Development,"Hybrid (some remote, some in-person)",7.0,3.0,"Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Social Media;How-to videos;Written-based Online Courses;AI;Programming Games,Bachelor,"Employed, full-time","Developer, front-end"
175000.0,100 to 499 employees,Healthcare,"Hybrid (some remote, some in-person)",6.0,24.0,"Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community)","Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Social Media;How-to videos;Interactive tutorial;Online challenges (e.g., daily or weekly coding challenges)",Master,"Employed, full-time",Data engineer
49282.0,I don’t know,Other:,"Hybrid (some remote, some in-person)",8.0,6.0,"Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Written Tutorials;Stack Overflow;How-to videos;Interactive tutorial;Written-based Online Courses,Master,"Employed, full-time","Developer, desktop or enterprise applications"
107406.0,100 to 499 employees,Software Development,"Hybrid (some remote, some in-person)",9.0,19.0,"Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)","Technical documentation;Books;Written Tutorials;Stack Overflow;Social Media;Online challenges (e.g., daily or weekly coding challenges)",Master,"Employed, full-time;Independent contractor, freelancer, or self-employed","Senior Executive (C-Suite, VP, etc.)"
75184.0,"1,000 to 4,999 employees",Software Development,"Hybrid (some remote, some in-person)",9.0,4.0,"Colleague;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)",Technical documentation;Blogs;Written Tutorials,Bachelor,"Employed, full-time","Developer, back-end"
53503.0,500 to 999 employees,Software Development,Remote,5.0,45.0,"Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp;Friend or family member","Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Coding sessions (live or recorded);Social Media;How-to videos;Interactive tutorial;Video-based Online Courses;Written-based Online Courses;AI;Certification videos;Online challenges (e.g., daily or weekly coding challenges);Programming Games;Auditory material (e.g., podcasts)",Bachelor,"Employed, full-time","Developer, full-stack"
131000.0,"10,000 or more employees","Internet, Telecomm or Information Services","Hybrid (some remote, some in-person)",6.0,3.0,"Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Written Tutorials;Stack Overflow,Bachelor,"Employed, full-time","Developer, back-end"
44265.0,20 to 99 employees,Software Development,"Hybrid (some remote, some in-person)",7.0,8.0,"Books / Physical media;Colleague;Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Books;Social Media,Bachelor,"Employed, full-time",Engineering manager
18000.0,20 to 99 employees,Software Development,Remote,7.0,8.0,"Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification",Technical documentation;Blogs;Books;Written Tutorials;How-to videos;Video-based Online Courses,Bachelor,"Employed, full-time;Independent contractor, freelancer, or self-employed","Developer, back-end"
375000.0,20 to 99 employees,Software Development,Remote,8.0,17.0,"Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Social Media;How-to videos;Interactive tutorial;Video-based Online Courses;AI,Doctorate,"Employed, full-time","Developer, AI"
28508.0,500 to 999 employees,"Transportation, or Supply Chain","Hybrid (some remote, some in-person)",10.0,2.0,"On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Written Tutorials;Stack Overflow;Interactive tutorial;Written-based Online Courses,Bachelor,"Student, full-time;Employed, part-time","Developer, desktop or enterprise applications"
85925.0,"5,000 to 9,999 employees",Insurance,Remote,8.0,12.0,"Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;How-to videos;Written-based Online Courses;AI,Doctorate,"Employed, part-time",Developer Experience
10957.0,100 to 499 employees,Software Development,Remote,3.0,5.0,"Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification;Other (please specify):","Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Coding sessions (live or recorded);Social Media;How-to videos;Interactive tutorial;Video-based Online Courses;Written-based Online Courses;AI;Online challenges (e.g., daily or weekly coding challenges)",Other,"Independent contractor, freelancer, or self-employed;Student, part-time;Employed, part-time","Developer, front-end"
3759.0,2 to 9 employees,Software Development,In-person,7.0,5.0,"Books / Physical media;Colleague;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Books;Written Tutorials;Stack Overflow;Social Media;How-to videos;Video-based Online Courses;Certification videos,Master,"Employed, full-time","Developer, desktop or enterprise applications"
123732.0,100 to 499 employees,Healthcare,Remote,9.0,26.0,"Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum, online community)","Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges)",Other,"Employed, full-time","Developer, back-end"
381000.0,"1,000 to 4,999 employees",Banking/Financial Services,Remote,3.0,12.0,"Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp",Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Social Media;How-to videos;Written-based Online Courses,Bachelor,"Employed, full-time",Developer Experience
13987.0,20 to 99 employees,Healthcare,Remote,8.0,8.0,"Colleague;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Coding sessions (live or recorded);How-to videos;Video-based Online Courses;AI;Online challenges (e.g., daily or weekly coding challenges)",Other,"Independent contractor, freelancer, or self-employed","Developer, full-stack"
15140.0,500 to 999 employees,Other:,"Hybrid (some remote, some in-person)",6.0,13.0,"Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Blogs;Books;Stack Overflow;Coding sessions (live or recorded);Social Media;How-to videos;Video-based Online Courses,Bachelor,"Employed, full-time","Developer, full-stack"
150000.0,500 to 999 employees,"Transportation, or Supply Chain","Hybrid (some remote, some in-person)",9.0,19.0,"Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;AI;Auditory material (e.g., podcasts)",Bachelor,"Employed, full-time","Developer, back-end"
96000.0,20 to 99 employees,Retail and Consumer Services,Remote,10.0,22.0,"Books / Physical media;Colleague;Other online resources (e.g., videos, blogs, forum, online community);Friend or family member","Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Social Media;How-to videos;Interactive tutorial;Video-based Online Courses;Written-based Online Courses;AI;Auditory material (e.g., podcasts)",Other,"Employed, full-time;Independent contractor, freelancer, or self-employed","Developer, back-end"
5982.0,20 to 99 employees,Software Development,In-person,9.0,3.0,"Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community);Coding Bootcamp",Books;Written Tutorials;Stack Overflow,Bachelor,"Employed, full-time","Developer, mobile"
116988.0,100 to 499 employees,Manufacturing,"Hybrid (some remote, some in-person)",9.0,4.0,"Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification;Coding Bootcamp",Technical documentation;Blogs;Stack Overflow;How-to videos;Interactive tutorial;Video-based Online Courses;Written-based Online Courses;Certification videos,Bachelor,"Employed, full-time",Cloud infrastructure engineer
46145.0,"10,000 or more employees",Software Development,Remote,9.0,12.0,"Books / Physical media;Colleague;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification",Technical documentation;Stack Overflow;Video-based Online Courses,Bachelor,"Employed, full-time",Data engineer
23757.0,2 to 9 employees,Software Development,Remote,9.0,1.0,"Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community)","Technical documentation;Books;Written Tutorials;Stack Overflow;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges)",Other,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed","Developer, back-end"
